[22137830, 22139270]
[36597760, 36600010]
[36600010, 36600620]
[36600620, 36601620]
[36601620, 36602820]
[36602820, 36602990]
[36602990, 36603420]
[36603420, 36604240]
[36604240, 36606420]
[36606420, 36607220]
[36607220, 36608040]
[36608040, 36609390]
[36609390, 36610500]
[36610500, 36612230]
[36612230, 36613090]
[36613090, 36613910]
[36613910, 36614710]
[36614710, 36617710]
[36617710, 36618390]
[36618390, 36619660]
[36619660, 36620460]
[36620460, 36621970]
[36621970, 36623060]
[36623060, 36626660]
[36626660, 36627660]
[36627660, 36628520]
[36628520, 36630240]
[36630240, 36631510]
[36631510, 36633150]
[36633150, 36633950]
[36633950, 36634590]
[36634590, 36635570]
[36635570, 36636450]
[36636450, 36637250]
[36637250, 36638560]
[36638560, 36639560]
[36639560, 36640500]
[36640500, 36642890]
[36642890, 36643510]
[36643510, 36644760]
[36644760, 36647070]
[36647070, 36649060]
[36649060, 36650070]
[36650070, 36650900]
[36650900, 36651950]
[36651950, 36652400]
[36652400, 36652480]
[36652480, 36653090]
[36653090, 36653900]
[36653900, 36656050]
[36656050, 36656930]
[36656930, 36657730]
[36657730, 36659630]
[36659630, 36660230]
[36660230, 36661030]
[36661030, 36662080]
[36662080, 36662970]
[36662970, 36668240]
[36668240, 36669560]
[36669560, 36670960]
[36670960, 36671340]
[36671340, 36671760]
[36671760, 36672190]
[36672190, 36674380]
[36674380, 36675470]
[36675470, 36678660]
[36678660, 36679460]
[36679460, 36681020]
[36681020, 36682560]
[36682560, 36683570]
[36683570, 36684420]
[36684420, 36684510]
[36684510, 36685500]
[36685500, 36686540]
[36686540, 36687340]
[36687340, 36688340]
[36688340, 36688640]
[36688640, 36688860]
[36688860, 36688940]
[36688940, 36690040]
[36690040, 36691050]
[36691050, 36691870]
[36691870, 36692770]
[36692770, 36695120]
[36695120, 36695420]
[36695420, 36695740]
[36695740, 36696540]
[36696540, 36696960]
[36696960, 36697240]
[36697240, 36698040]
[36698040, 36699540]
[36699540, 36704620]
[36704620, 36705420]
[36705420, 36707900]
[36707900, 36708940]
[36708940, 36710480]
[36710480, 36711480]
[36711480, 36712410]
[36712410, 36713410]
[36713410, 36714260]
[36714260, 36715260]
[36715260, 36718680]
[36718680, 36719480]
[36719480, 36720510]
[36720510, 36721510]
[36721510, 36722340]
[36722340, 36726010]
[36726010, 36726810]
[36726810, 36727860]
[36727860, 36728860]
[36728860, 36729660]
[36729660, 36730460]
[36730460, 36731540]
[36731540, 36732340]
[36732340, 36735830]
[36735830, 36737840]
[36737840, 36739840]
[36739840, 36741040]
[36741040, 36743100]
[36743100, 36744100]
[36744100, 36744790]
[36744790, 36747620]
[36747620, 36753500]
[36753500, 36755710]
[36755710, 36757300]
[36757300, 36758110]
[36758110, 36759410]
[36759410, 36760250]
[36760250, 36762040]
[36762040, 36762840]
[36762840, 36765310]
[36765310, 36766110]
[36766110, 36767100]
[36767100, 36768120]
[36768120, 36768920]
[36768920, 36769950]
[36769950, 36770980]
[36770980, 36771980]
[36771980, 36773650]
[36773650, 36774740]
[36774740, 36775720]
[36775720, 36776970]
[36776970, 36777780]
[36777780, 36780350]
[36780350, 36781160]
[36781160, 36782280]
[36782280, 36783080]
[36783080, 36783880]
[36783880, 36784990]
[36784990, 36786430]
[36786430, 36787230]
[36787230, 36788660]
[36788660, 36789590]
[36789590, 36790390]
[36790390, 36791590]
[36791590, 36792600]
[36792600, 36793880]
[36793880, 36796430]
[36796430, 36797390]
[36797390, 36798190]
[36798190, 36798990]
[36798990, 36801530]
[36801530, 36802720]
[36802720, 36803670]
[36803670, 36804670]
[36804670, 36806510]
[36806510, 36807310]
[36807310, 36808130]
[36808130, 36808930]
[36808930, 36809780]
[36809780, 36810970]
[36810970, 36812500]
[36812500, 36813370]
[36813370, 36814390]
[36814390, 36815210]
[36815210, 36816140]
[36816140, 36816940]
[36816940, 36817740]
[36817740, 36820470]
[36820470, 36821480]
[36821480, 36822930]
[36822930, 36823930]
[36823930, 36827370]
[36827370, 36830800]
[36830800, 36831600]
[36831600, 36832350]
[36832350, 36832950]
[36832950, 36833360]
[36833360, 36834860]
[36834860, 36835390]
[36835390, 36835490]
[36835490, 36836730]
[36836730, 36837730]
[36837730, 36839340]
[36839340, 36841100]
[36841100, 36842280]
[36842280, 36844040]
[36844040, 36846050]
[36846050, 36847140]
[36847140, 36848390]
[36848390, 36849730]
[36849730, 36850730]
[36850730, 36851610]
[36851610, 36852610]
[36852610, 36853610]
[36853610, 36855180]
[36855180, 36860590]
[36860590, 36862060]
[36862060, 36864230]
[36864230, 36865940]
[36865940, 36866980]
[36866980, 36868290]
[36868290, 36869680]
[36869680, 36871640]
[36871640, 36873150]
[36873150, 36874600]
[36874600, 36876200]
[36876200, 36877200]
[36877200, 36877810]
[36877810, 36879950]
[36879950, 36881000]
[36881000, 36882130]
[36882130, 36883100]
[36883100, 36884040]
[36884040, 36886890]
[36886890, 36887900]
[36887900, 36889790]
[36889790, 36891150]
[36891150, 36891950]
[36891950, 36893000]
[36893000, 36895690]
[36895690, 36896490]
[36896490, 36897580]
[36897580, 36898190]
[36898190, 36899260]
[36899260, 36900060]
[36900060, 36901150]
[36901150, 36902020]
[36902020, 36905100]
[36905100, 36905900]
[36905900, 36907040]
[36907040, 36908690]
[36908690, 36909840]
[36909840, 36911000]
[36911000, 36912920]
[36912920, 36914000]
[36914000, 36915420]
[36915420, 36916570]
[36916570, 36917720]
[36917720, 36919230]
[36919230, 36919830]
[36919830, 36920830]
[36920830, 36922090]
[36922090, 36925130]
[36925130, 36926140]
[36926140, 36926940]
[36926940, 36928140]
[36928140, 36929270]
[36929270, 36930330]
[36930330, 36931350]
[36931350, 36934620]
[36934620, 36935470]
[36935470, 36936270]
[36936270, 36938250]
[36938250, 36939960]
[36939960, 36942450]
[36942450, 36943030]
[36943030, 36944040]
[36944040, 36945130]
[36945130, 36946150]
[36946150, 36946750]
[36946750, 36951750]
[36951750, 36952760]
[36952760, 36954160]
[36954160, 36955360]
[36955360, 36956170]
[36956170, 36957120]
[36957120, 36958120]
[36958120, 36959520]
[36959520, 36962600]
[36962600, 36963220]
[36963220, 36964340]
[36964340, 36965250]
[36965250, 36966250]
[36966250, 36967500]
[36967500, 36969240]
[36969240, 36970240]
[36970240, 36972410]
[36972410, 36973470]
[36973470, 36974380]
[36974380, 36974670]
[36974670, 36974980]
[36974980, 36977570]
[36977570, 36978570]
[36978570, 36979720]
[36979720, 36980690]
[36980690, 36982410]
[36982410, 36983490]
[36983490, 36984290]
[36984290, 36986160]
[36986160, 36987740]
[36987740, 36988540]
[36988540, 36990860]
[36990860, 36991860]
[36991860, 36992680]
[36992680, 36994500]
[36994500, 36996110]
[36996110, 36996910]
[36996910, 36997880]
[36997880, 36999800]
[36999800, 37000620]
[37000620, 37001590]
[37001590, 37002660]
[37002660, 37003460]
[37003460, 37005730]
[37005730, 37006750]
[37006750, 37007550]
[37007550, 37010810]
[37010810, 37011810]
[37011810, 37014010]
[37014010, 37016550]
[37016550, 37017360]
[37017360, 37018360]
[37018360, 37019740]
[37019740, 37020540]
[37020540, 37021000]
[37021000, 37021320]
[37021320, 37021580]
[37021580, 37022580]
[37022580, 37023380]
[37023380, 37024790]
[37024790, 37025390]
[37025390, 37027870]
[37027870, 37028720]
[37028720, 37029720]
[37029720, 37030520]
[37030520, 37034150]
[37034150, 37034950]
[37034950, 37036050]
[37036050, 37036860]
[37036860, 37037920]
[37037920, 37038840]
[37038840, 37039680]
[37039680, 37041440]
[37041440, 37042380]
[37042380, 37047070]
[37047070, 37048310]
[37048310, 37049110]
[37049110, 37049770]
[37049770, 37050850]
[37050850, 37051650]
[37051650, 37053900]
[37053900, 37054720]
[37054720, 37057970]
[37057970, 37058780]
[37058780, 37059590]
[37059590, 37061180]
[37061180, 37063420]
[37063420, 37064270]
[37064270, 37066640]
[37066640, 37068360]
[37068360, 37070880]
[37070880, 37072410]
[37072410, 37073210]
[37073210, 37074780]
[37074780, 37076940]
[37076940, 37077820]
[37077820, 37079450]
[37079450, 37080450]
[37080450, 37081550]
[37081550, 37083370]
[37083370, 37087010]
[37087010, 37088510]
[37088510, 37091850]
[37091850, 37092650]
[37092650, 37096440]
[37096440, 37096550]
[37096550, 37097040]
[37097040, 37098040]
[37098040, 37098540]
[37098540, 37098870]
[37098870, 37099150]
[37099150, 37099450]
[37099450, 37099750]
[37099750, 37101330]
[37101330, 37102350]
[37102350, 37103790]
[37103790, 37104830]
[37104830, 37106390]
[37106390, 37107960]
[37107960, 37108260]
[37108260, 37108560]
[37108560, 37109560]
[37109560, 37110370]
[37110370, 37110520]
[37110520, 37111490]
[37111490, 37111590]
[37111590, 37112080]
[37112080, 37112180]
[37112180, 37113260]
[37113260, 37116210]
[37116210, 37117210]
[37117210, 37119780]
[37119780, 37120780]
[37120780, 37122270]
[37122270, 37123250]
[37123250, 37125070]
[37125070, 37125670]
[37125670, 37127830]
[37127830, 37128980]
[37128980, 37130180]
[37130180, 37130780]
[37130780, 37131840]
[37131840, 37133060]
[37133060, 37135150]
[37135150, 37135750]
[37135750, 37136820]
[37136820, 37140890]
[37140890, 37141710]
[37141710, 37142710]
[37142710, 37143380]
[37143380, 37143480]
[37143480, 37145700]
[37145700, 37146510]
[37146510, 37147650]
[37147650, 37148450]
[37148450, 37150040]
[37150040, 37150710]
[37150710, 37153960]
[37153960, 37155490]
[37155490, 37155920]
[37155920, 37156090]
[37156090, 37157460]
[37157460, 37158690]
[37158690, 37161800]
[37161800, 37162820]
[37162820, 37164570]
[37164570, 37165080]
[37165080, 37165180]
[37165180, 37166200]
[37166200, 37166800]
[37166800, 37167910]
[37167910, 37168500]
[37168500, 37168880]
[37168880, 37169200]
[37169200, 37170940]
[37170940, 37171990]
[37171990, 37175180]
[37175180, 37176040]
[37176040, 37177600]
[37177600, 37178220]
[37178220, 37179030]
[37179030, 37180610]
[37180610, 37182170]
[37182170, 37183060]
[37183060, 37185180]
[37185180, 37186100]
[37186100, 37188250]
[37188250, 37188570]
[37188570, 37189010]
[37189010, 37189550]
[37189550, 37190360]
[37190360, 37191220]
[37191220, 37191360]
[37191360, 37192160]
[37192160, 37195780]
[37195780, 37196780]
[37196780, 37197780]
[37197780, 37198780]
[37198780, 37201750]
[37201750, 37202350]
[37202350, 37203350]
[37203350, 37203730]
[37203730, 37203950]
[37203950, 37204750]
[37204750, 37205590]
[37205590, 37206390]
[37206390, 37207190]
[37207190, 37208190]
[37208190, 37209050]
[37209050, 37211350]
[37211350, 37212850]
[37212850, 37213820]
[37213820, 37216340]
[37216340, 37216940]
[37216940, 37217040]
[37217040, 37217380]
[37217380, 37222470]
[37222470, 37223480]
[37223480, 37224320]
[37224320, 37225500]
[37225500, 37226870]
[37226870, 37227470]
[37227470, 37228530]
[37228530, 37230410]
[37230410, 37231420]
[37231420, 37232420]
[37232420, 37233430]
[37233430, 37234230]
[37234230, 37237360]
[37237360, 37238160]
[37238160, 37240440]
[37240440, 37241400]
[37241400, 37242200]
[37242200, 37243840]
[37243840, 37244460]
[37244460, 37245750]
[37245750, 37249520]
[37249520, 37250520]
[37250520, 37251640]
[37251640, 37251750]
[37251750, 37252240]
[37252240, 37255450]
[37255450, 37256450]
[37256450, 37257260]
[37257260, 37259520]
[37259520, 37260330]
[37260330, 37261610]
[37261610, 37264020]
[37264020, 37265380]
[37265380, 37266890]
[37266890, 37268480]
[37268480, 37269400]
[37269400, 37270540]
[37270540, 37271410]
[37271410, 37272440]
[37272440, 37273240]
[37273240, 37273840]
[37273840, 37275070]
[37275070, 37276100]
[37276100, 37276930]
[37276930, 37278020]
[37278020, 37278830]
[37278830, 37279540]
[37279540, 37280470]
[37280470, 37282700]
[37282700, 37284190]
[37284190, 37285790]
[37285790, 37286600]
[37286600, 37287600]
[37287600, 37288400]
[37288400, 37289010]
[37289010, 37289980]
[37289980, 37290130]
[37290130, 37290540]
[37290540, 37290910]
[37290910, 37291350]
[37291350, 37291700]
[37291700, 37292160]
[37292160, 37292580]
[37292580, 37292860]
[37292860, 37293660]
[37293660, 37294460]
[37294460, 37295600]
[37295600, 37297550]
[37297550, 37298670]
[37298670, 37302680]
[37302680, 37303480]
[37303480, 37305160]
[37305160, 37306150]
[37306150, 37307540]
[37307540, 37308170]
[37308170, 37309020]
[37309020, 37309920]
[37309920, 37311200]
[37311200, 37312460]
[37312460, 37313600]
[37313600, 37314650]
[37314650, 37315790]
[37315790, 37317440]
[37317440, 37318240]
[37318240, 37318850]
[37318850, 37319860]
[37319860, 37320460]
[37320460, 37322320]
[37322320, 37323720]
[37323720, 37325190]
[37325190, 37325990]
[37325990, 37327240]
[37327240, 37328260]
[37328260, 37329260]
[37329260, 37330810]
[37330810, 37331110]
[37331110, 37331260]
[37331260, 37331670]
[37331670, 37332700]
[37332700, 37333500]
[37333500, 37335090]
[37335090, 37336090]
[37336090, 37338730]
[37338730, 37339530]
[37339530, 37340990]
[37340990, 37341790]
[37341790, 37342290]
[37342290, 37342390]
[37342390, 37343350]
[37343350, 37346150]
[37346150, 37347080]
[37347080, 37347940]
[37347940, 37349040]
[37349040, 37350480]
[37350480, 37351760]
[37351760, 37352760]
[37352760, 37353700]
[37353700, 37354710]
[37354710, 37355510]
[37355510, 37356510]
[37356510, 37358540]
[37358540, 37359600]
[37359600, 37359840]
[37359840, 37360230]
[37360230, 37361580]
[37361580, 37362430]
[37362430, 37364000]
[37364000, 37364110]
[37364110, 37364340]
[37364340, 37364600]
[37364600, 37365010]
[37365010, 37365610]
[37365610, 37366660]
[37366660, 37367460]
[37367460, 37368970]
[37368970, 37369770]
[37369770, 37370770]
[37370770, 37373080]
[37373080, 37375040]
[37375040, 37376040]
[37376040, 37377230]
[37377230, 37378270]
[37378270, 37379340]
[37379340, 37379730]
[37379730, 37380140]
[37380140, 37381280]
[37381280, 37382850]
[37382850, 37384500]
[37384500, 37385300]
[37385300, 37386490]
[37386490, 37387090]
[37387090, 37388360]
[37388360, 37389160]
[37389160, 37389960]
[37389960, 37390760]
[37390760, 37392810]
[37392810, 37393610]
[37393610, 37394670]
[37394670, 37395870]
[37395870, 37398310]
[37398310, 37399660]
[37399660, 37400880]
[37400880, 37401680]
[37401680, 37404500]
[37404500, 37405300]
[37405300, 37406660]
[37406660, 37407660]
[37407660, 37409060]
[37409060, 37410490]
[37410490, 37411500]
[37411500, 37412500]
[37412500, 37414570]
[37414570, 37415910]
[37415910, 37417290]
[37417290, 37418240]
[37418240, 37419550]
[37419550, 37420560]
[37420560, 37421360]
[37421360, 37422380]
[37422380, 37423200]
[37423200, 37424440]
[37424440, 37425240]
[37425240, 37426060]
[37426060, 37427060]
[37427060, 37428410]
[37428410, 37429440]
[37429440, 37430500]
[37430500, 37431460]
[37431460, 37434120]
[37434120, 37435170]
[37435170, 37436090]
[37436090, 37438160]
[37438160, 37439170]
[37439170, 37440640]
[37440640, 37442060]
[37442060, 37442960]
[37442960, 37444300]
[37444300, 37444590]
[37444590, 37444900]
[37444900, 37446060]
[37446060, 37446860]
[37446860, 37448010]
[37448010, 37450130]
[37450130, 37451950]
[37451950, 37453150]
[37453150, 37455590]
[37455590, 37456780]
[37456780, 37458040]
[37458040, 37458840]
[37458840, 37459630]
[37459630, 37465880]
[37465880, 37467490]
[37467490, 37469830]
[37469830, 37471560]
[37471560, 37472950]
[37472950, 37473820]
[37473820, 37475290]
[37475290, 37476310]
[37476310, 37478100]
[37478100, 37479100]
[37479100, 37479900]
[37479900, 37480510]
[37480510, 37481490]
[37481490, 37482640]
[37482640, 37482760]
[37482760, 37483480]
[37483480, 37485430]
[37485430, 37486410]
[37486410, 37487910]
[37487910, 37488220]
[37488220, 37488510]
[37488510, 37489790]
[37489790, 37490590]
[37490590, 37491390]
[37491390, 37492190]
[37492190, 37493040]
[37493040, 37494060]
[37494060, 37495010]
[37495010, 37495820]
[37495820, 37496780]
[37496780, 37497620]
[37497620, 37498620]
[37498620, 37500080]
[37500080, 37502040]
[37502040, 37502640]
[37502640, 37504020]
[37504020, 37505100]
[37505100, 37505940]
[37505940, 37507060]
[37507060, 37508950]
[37508950, 37510620]
[37510620, 37511420]
[37511420, 37512030]
[37512030, 37513620]
[37513620, 37514420]
[37514420, 37515940]
[37515940, 37516950]
[37516950, 37518890]
[37518890, 37520470]
[37520470, 37521670]
[37521670, 37522270]
[37522270, 37523490]
[37523490, 37523850]
[37523850, 37524220]
[37524220, 37524640]
[37524640, 37524720]
[37524720, 37525520]
[37525520, 37526320]
[37526320, 37526970]
[37526970, 37527810]
[37527810, 37528440]
[37528440, 37530980]
[37530980, 37532620]
[37532620, 37533770]
[37533770, 37534940]
[37534940, 37537450]
[37537450, 37538280]
[37538280, 37540630]
[37540630, 37543100]
[37543100, 37543930]
[37543930, 37545960]
[37545960, 37547990]
[37547990, 37549690]
[37549690, 37551170]
[37551170, 37552180]
[37552180, 37553210]
[37553210, 37554010]
[37554010, 37555460]
[37555460, 37556560]
[37556560, 37556750]
[37556750, 37557230]
[37557230, 37557660]
[37557660, 37558070]
[37558070, 37558340]
[37558340, 37558810]
[37558810, 37559730]
[37559730, 37559910]
[37559910, 37562660]
[37562660, 37563460]
[37563460, 37564460]
[37564460, 37565470]
[37565470, 37566270]
[37566270, 37567070]
[37567070, 37569160]
[37569160, 37570460]
[37570460, 37571260]
[37571260, 37572090]
[37572090, 37574550]
[37574550, 37575760]
[37575760, 37576780]
[37576780, 37578860]
[37578860, 37579710]
[37579710, 37581470]
[37581470, 37582270]
[37582270, 37586020]
[37586020, 37587080]
[37587080, 37587880]
[37587880, 37588890]
[37588890, 37589890]
[37589890, 37592540]
[37592540, 37594250]
[37594250, 37595250]
[37595250, 37596700]
[37596700, 37598200]
[37598200, 37601420]
[37601420, 37603430]
[37603430, 37605210]
[37605210, 37606650]
[37606650, 37608760]
[37608760, 37610240]
[37610240, 37611040]
[37611040, 37612330]
[37612330, 37613470]
[37613470, 37614070]
[37614070, 37614870]
[37614870, 37615670]
[37615670, 37616670]
[37616670, 37619870]
[37619870, 37620670]
[37620670, 37622170]
[37622170, 37623620]
[37623620, 37624760]
[37624760, 37625560]
[37625560, 37626500]
[37626500, 37627640]
[37627640, 37628640]
[37628640, 37629650]
[37629650, 37631810]
[37631810, 37632630]
[37632630, 37633900]
[37633900, 37634810]
[37634810, 37636040]
[37636040, 37636840]
[37636840, 37637840]
[37637840, 37638640]
[37638640, 37639640]
[37639640, 37640440]
[37640440, 37641910]
[37641910, 37642850]
[37642850, 37644990]
[37644990, 37645810]
[37645810, 37647810]
[37647810, 37649060]
[37649060, 37652640]
[37652640, 37653440]
[37653440, 37654280]
[37654280, 37655770]
[37655770, 37656980]
[37656980, 37658080]
[37658080, 37659850]
[37659850, 37660650]
[37660650, 37662080]
[37662080, 37662900]
[37662900, 37663900]
[37663900, 37664730]
[37664730, 37665620]
[37665620, 37672460]
[37672460, 37673270]
[37673270, 37673870]
[37673870, 37674920]
[37674920, 37679810]
[37679810, 37680610]
[37680610, 37681620]
[37681620, 37682620]
[37682620, 37684140]
[37684140, 37684740]
[37684740, 37686580]
[37686580, 37688220]
[37688220, 37689110]
[37689110, 37690530]
[37690530, 37691760]
[37691760, 37692790]
[37692790, 37694200]
[37694200, 37695000]
[37695000, 37696230]
[37696230, 37697150]
[37697150, 37697950]
[37697950, 37698750]
[37698750, 37699550]
[37699550, 37700430]
[37700430, 37701430]
[37701430, 37702270]
[37702270, 37703070]
[37703070, 37704290]
[37704290, 37706900]
[37706900, 37707750]
[37707750, 37709320]
[37709320, 37712090]
[37712090, 37713220]
[37713220, 37714020]
[37714020, 37715160]
[37715160, 37716030]
[37716030, 37718590]
[37718590, 37719640]
[37719640, 37720440]
[37720440, 37721580]
[37721580, 37721700]
[37721700, 37721900]
[37721900, 37722180]
[37722180, 37723590]
[37723590, 37726330]
[37726330, 37728770]
[37728770, 37729730]
[37729730, 37730640]
[37730640, 37731840]
[37731840, 37732320]
[37732320, 37732740]
[37732740, 37733180]
[37733180, 37733690]
[37733690, 37733860]
[37733860, 37735900]
[37735900, 37737220]
[37737220, 37740660]
[37740660, 37741640]
[37741640, 37743370]
[37743370, 37744440]
[37744440, 37746150]
[37746150, 37748280]
[37748280, 37749080]
[37749080, 37750990]
[37750990, 37751960]
[37751960, 37753370]
[37753370, 37755630]
[37755630, 37757340]
[37757340, 37758680]
[37758680, 37759880]
[37759880, 37760070]
[37760070, 37760500]
[37760500, 37760850]
[37760850, 37761250]
[37761250, 37761510]
[37761510, 37761900]
[37761900, 37762350]
[37762350, 37762750]
[37762750, 37763020]
[37763020, 37763820]
[37763820, 37767970]
[37767970, 37770850]
[37770850, 37772880]
[37772880, 37774810]
[37774810, 37776220]
[37776220, 37777870]
[37777870, 37778090]
[37778090, 37778330]
[37778330, 37778470]
[37778470, 37779450]
[37779450, 37779660]
[37779660, 37780190]
[37780190, 37781310]
[37781310, 37782110]
[37782110, 37782940]
[37782940, 37783150]
[37783150, 37783540]
[37783540, 37784850]
[37784850, 37785450]
[37785450, 37786250]
[37786250, 37787340]
[37787340, 37788400]
[37788400, 37789290]
[37789290, 37790280]
[37790280, 37791210]
[37791210, 37794790]
[37794790, 37795590]
[37795590, 37795760]
[37795760, 37796380]
[37796380, 37796880]
[37796880, 37797280]
[37797280, 37798500]
[37798500, 37798950]
[37798950, 37799240]
[37799240, 37800350]
[37800350, 37801180]
[37801180, 37802420]
[37802420, 37803710]
[37803710, 37805730]
[37805730, 37807560]
[37807560, 37808360]
[37808360, 37809980]
[37809980, 37810870]
[37810870, 37811700]
[37811700, 37812920]
[37812920, 37813430]
[37813430, 37813830]
[37813830, 37814350]
[37814350, 37814750]
[37814750, 37815150]
[37815150, 37815580]
[37815580, 37816230]
[37816230, 37817100]
[37817100, 37817520]
[37817520, 37817870]
[37817870, 37818670]
[37818670, 37820980]
[37820980, 37822160]
[37822160, 37822250]
[37822250, 37822610]
[37822610, 37822850]
[37822850, 37823850]
[37823850, 37825250]
[37825250, 37826820]
[37826820, 37828110]
[37828110, 37829240]
[37829240, 37830240]
[37830240, 37831040]
[37831040, 37832060]
[37832060, 37832870]
[37832870, 37834530]
[37834530, 37836210]
[37836210, 37837370]
[37837370, 37838420]
[37838420, 37839730]
[37839730, 37840730]
[37840730, 37841530]
[37841530, 37842530]
[37842530, 37845170]
[37845170, 37846330]
[37846330, 37847710]
[37847710, 37848900]
[37848900, 37853260]
[37853260, 37854420]
[37854420, 37855570]
[37855570, 37856570]
[37856570, 37859390]
[37859390, 37860670]
[37860670, 37865490]
[37865490, 37867000]
[37867000, 37868000]
[37868000, 37869490]
[37869490, 37870640]
[37870640, 37872560]
[37872560, 37873370]
[37873370, 37876330]
[37876330, 37879810]
[37879810, 37880610]
[37880610, 37881910]
[37881910, 37883140]
[37883140, 37884290]
[37884290, 37885090]
[37885090, 37885890]
[37885890, 37886890]
[37886890, 37887690]
[37887690, 37888910]
[37888910, 37889710]
[37889710, 37892640]
[37892640, 37893060]
[37893060, 37893160]
[37893160, 37893240]
[37893240, 37894930]
[37894930, 37895680]
[37895680, 37896770]
[37896770, 37897780]
[37897780, 37898580]
[37898580, 37900640]
[37900640, 37902830]
[37902830, 37903660]
[37903660, 37904930]
[37904930, 37905730]
[37905730, 37906690]
[37906690, 37907820]
[37907820, 37907960]
[37907960, 37908310]
[37908310, 37908420]
[37908420, 37909420]
[37909420, 37910220]
[37910220, 37910820]
[37910820, 37911820]
[37911820, 37912720]
[37912720, 37913740]
[37913740, 37914740]
[37914740, 37915850]
[37915850, 37916650]
[37916650, 37922900]
[37922900, 37924490]
[37924490, 37925090]
[37925090, 37926110]
[37926110, 37927070]
[37927070, 37928580]
[37928580, 37931700]
[37931700, 37932500]
[37932500, 37933780]
[37933780, 37934980]
[37934980, 37935780]
[37935780, 37936780]
[37936780, 37946150]
[37946150, 37946990]
[37946990, 37948510]
[37948510, 37949310]
[37949310, 37950440]
[37950440, 37951280]
[37951280, 37952080]
[37952080, 37953230]
[37953230, 37953430]
[37953430, 37953810]
[37953810, 37954160]
[37954160, 37954250]
[37954250, 37956250]
[37956250, 37956330]
[37956330, 37956700]
[37956700, 37956850]
[37956850, 37957850]
[37957850, 37958900]
[37958900, 37959880]
[37959880, 37961220]
[37961220, 37962200]
[37962200, 37963030]
[37963030, 37963850]
[37963850, 37964220]
[37964220, 37965220]
[37965220, 37965370]
[37965370, 37965820]
[37965820, 37968050]
[37968050, 37968140]
[37968140, 37969040]
[37969040, 37969570]
[37969570, 37969750]
[37969750, 37969920]
[37969920, 37972100]
[37972100, 37972700]
[37972700, 37973500]
[37973500, 37975030]
[37975030, 37976560]
[37976560, 37977360]
[37977360, 37978790]
[37978790, 37980460]
[37980460, 37982280]
[37982280, 37982970]
[37982970, 37983980]
[37983980, 37985520]
[37985520, 37987680]
[37987680, 37988350]
[37988350, 37990420]
[37990420, 37991500]
[37991500, 37993860]
[37993860, 37994690]
[37994690, 37996660]
[37996660, 37997570]
[37997570, 37998570]
[37998570, 37999380]
[37999380, 37999990]
[37999990, 38000830]
[38000830, 38002380]
[38002380, 38003790]
[38003790, 38004910]
[38004910, 38005520]
[38005520, 38006790]
[38006790, 38008280]
[38008280, 38009360]
[38009360, 38010610]
[38010610, 38011490]
[38011490, 38013950]
[38013950, 38015100]
[38015100, 38015910]
[38015910, 38018480]
[38018480, 38019280]
[38019280, 38020860]
[38020860, 38022500]
[38022500, 38023800]
[38023800, 38025840]
[38025840, 38026650]
[38026650, 38027970]
[38027970, 38028980]
[38028980, 38032390]
[38032390, 38033390]
[38033390, 38034670]
[38034670, 38035860]
[38035860, 38040040]
[38040040, 38040980]
[38040980, 38043190]
[38043190, 38044780]
[38044780, 38049910]
[38049910, 38052620]
[38052620, 38053490]
[38053490, 38054880]
[38054880, 38056880]
[38056880, 38057880]
[38057880, 38060240]
[38060240, 38061440]
[38061440, 38062450]
[38062450, 38063250]
[38063250, 38064970]
[38064970, 38066570]
[38066570, 38067370]
[38067370, 38068370]
[38068370, 38069180]
[38069180, 38070750]
[38070750, 38071710]
[38071710, 38072640]
[38072640, 38073050]
[38073050, 38073850]
[38073850, 38073970]
[38073970, 38074160]
[38074160, 38074450]
[38074450, 38075410]
[38075410, 38078280]
[38078280, 38079080]
[38079080, 38079920]
[38079920, 38080790]
[38080790, 38081890]
[38081890, 38082690]
[38082690, 38083510]
[38083510, 38084310]
[38084310, 38084910]
[38084910, 38086020]
[38086020, 38086620]
[38086620, 38087450]
[38087450, 38088250]
[38088250, 38089250]
[38089250, 38090110]
[38090110, 38092200]
[38092200, 38093810]
[38093810, 38094810]
[38094810, 38096060]
[38096060, 38097030]
[38097030, 38098310]
[38098310, 38100480]
[38100480, 38101940]
[38101940, 38104930]
[38104930, 38105530]
[38105530, 38106330]
[38106330, 38106560]
[38106560, 38107220]
[38107220, 38107370]
[38107370, 38108190]
[38108190, 38109170]
[38109170, 38110170]
[38110170, 38110320]
[38110320, 38110540]
[38110540, 38110770]
[38110770, 38111900]
[38111900, 38113960]
[38113960, 38114760]
[38114760, 38114920]
[38114920, 38115090]
[38115090, 38115660]
[38115660, 38116080]
[38116080, 38116260]
[38116260, 38118970]
[38118970, 38119970]
[38119970, 38120980]
[38120980, 38123190]
[38123190, 38124260]
[38124260, 38124600]
[38124600, 38124890]
[38124890, 38125890]
[38125890, 38127160]
[38127160, 38128610]
[38128610, 38130230]
[38130230, 38131270]
[38131270, 38132550]
[38132550, 38134370]
[38134370, 38136090]
[38136090, 38137430]
[38137430, 38138310]
[38138310, 38139150]
[38139150, 38140100]
[38140100, 38140900]
[38140900, 38141040]
[38141040, 38142230]
[38142230, 38142780]
[38142780, 38143690]
[38143690, 38145280]
[38145280, 38145400]
[38145400, 38145570]
[38145570, 38146080]
[38146080, 38147450]
